X,Y,district,monument_id,ste_name,period,category,subcategory,type
357887.9998,6775664,Hattula,1000019161,Vesunnan kartano 5,iron age,"asuinpaikat, hautapaikat, löytöpaikat,",",  , ei määritelty,",kiinteä muinaisjäännös
261132.3452,6710733.857,Paimio,577010025,Sievolanmäki,iron age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
285818.5375,6688663.846,Salo,586010103,Öfverbygård 3,iron age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
285774.5491,6689025.703,Salo,586010082,Ketunkankare,iron age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
411638.7502,6779678.25,Asikkala,1000037951,Tohkala,iron age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
252575.7994,6707099.272,Kaarina,602010011,Rekolanmäki,iron age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
254816.9037,6705955.741,Kaarina,602010049,Leskelä ja Kurola,iron age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
240743.5202,6713692.564,Turku,853010018,Tuomi-Lehtonen-Muonamiestalot,iron age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
295352.8222,6665457.218,Raasepori,835010043,Fastarby gård,iron age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
294826.8275,6706634.672,Salo,587010020,Pajari,iron age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
226688.0491,6736075.509,Mynämäki,503010004,Hiittiömäki,iron age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
219929.0001,6735374,Mynämäki,490010015,Pitkäsmäki,iron age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
235209.9999,6715770,Raisio,1000023803,Petterinpelto,iron age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",löytöpaikka
614993.0002,6792693,Rautjärvi,1000020936,Kalevanmäki,iron age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
410019.0002,6777820,Asikkala,1000032371,Touhonen,iron age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
425022.0003,6785118,Asikkala,1000035367,Valkeamäki,iron age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
425531.9999,6784676,Asikkala,1000035372,Eerikkilä 2,iron age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
410525.0002,6778099,Asikkala,1000034295,Anttila 2,iron age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
451748.7833,6917729.51,Laukaa,410010020,Hartikka,stone age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
246333.2994,6707807.959,Kaarina,202010014,Tammenmäki,stone age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
251038.3388,6722437.104,Lieto,423010015,Kukkarkoski I,stone age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
330121.3373,6768768.872,Urjala,887010002,Jokimaa,stone age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
252105.9559,6713698.619,Lieto,423010041,Jyrkänkallio,stone age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
232240.7963,6740539.745,Mynämäki,503010026,Yli-Hoppela 1,stone age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
231173.155,6756179.458,Mynämäki,503010057,Aisti,stone age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
224084.0631,6743839.375,Mynämäki,503010043,"Pyheensilta, Tuomala & Hiekkamonttu",stone age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
301195.0003,6808573,Nokia,536010031,Pelttari,stone age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
484675.3561,6963202.344,Rautalampi,1000004992,Korsunlahti,stone age,"asuinpaikat, hautapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
599730.8907,7318331.783,Kuusamo,305010007,Vänrikinniemi,iron age,"asuinpaikat, löytöpaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
407796.9457,6804644.805,Padasjoki,1000000815,Kapakka A-G,iron age,"asuinpaikat, löytöpaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
392388.9999,7192004,Siikajoki,1000019255,Rutelo,iron age,"asuinpaikat, löytöpaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
276570.1258,6713763.719,Salo,73000007,Pyykankare,stone age,"asuinpaikat, löytöpaikat,  ,",", ei määritelty,  ,",mahdollinen muinaisjäännös
527177.2485,7261441.483,Pudasjärvi,615000023,Harju,stone age,"asuinpaikat, löytöpaikat,  ,",", ei määritelty,  ,",löytöpaikka
417851.0117,7335361.452,Tervola,845010118,Alakangas,stone age,"asuinpaikat, raaka-aineen hankintapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
412139.9998,6776817,Asikkala,1000038733,Pihlaja,iron age,"hautapaikat, kultti- ja tarinapaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
429758.0002,7199910,Kempele,244040001,Kuusela,iron age,"hautapaikat, löytöpaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
425672.0002,7245675,Ii,1000027754,Illinsaari 7,iron age,"hautapaikat, löytöpaikat,  ,",", ei määritelty,  ,",kiinteä muinaisjäännös
251115.3404,6715889.736,Lieto,423010052,Karvala,iron age,"asuinpaikat, hautapaikat, kultti- ja tarinapaikat,",", ei määritelty, kuppikivet,",kiinteä muinaisjäännös
244339.9999,6716850,Turku,853010035,Hankkismäki,iron age,"asuinpaikat, hautapaikat, kultti- ja tarinapaikat,",", ei määritelty, kuppikivet,",kiinteä muinaisjäännös
212335.6907,6762390.875,Laitila,1000000177,Tala-Vanhatala,iron age,"asuinpaikat, hautapaikat, työ- ja valmistuspaikat,",", ei määritelty, raudanvalmistuspaikat,",kiinteä muinaisjäännös
452399.1963,6763031.745,Iitti,142010009,Salmenniemi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
335550.0001,7077947,Kokkola,315010062,Roskikangas,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
334388.0002,7058203,Kaustinen,236010044,Harjunlaita/Koppeloharju,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
448559.9999,7248139,Oulu,1000024284,Rahkasuo 3,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
429873.3556,7270456.583,Ii,139010036,Huhtaharju,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
648949.4579,6901366.892,Rääkkylä,707010022,Yläjoki,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
448700.5497,6792000.072,Heinola,111010016,Pirtinpohja,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
444452.282,6786852.126,Heinola,111010018,Hiekanlahti,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
699964.6848,6954761.573,Ilomantsi,146010073,Hutunniemi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
576618.998,6804325.682,Ruokolahti,700010039,Tuliniemi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
642897.8541,6911646.728,Rääkkylä,707010041,Jouhtenuslampi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
571898.9998,6811049,Ruokolahti,700010044,Kaijanlahti,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
394749.7808,7170726.564,Siikajoki,708010011,Murronmäki 2,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
321465.6628,7045757.528,Kruunupyy,288010046,Terjärv-Helveteskärret,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
453668.6645,6767439.976,Iitti,142010048,Kaunissaari,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
655765.6684,6912183.556,Rääkkylä,707010047,Pihlajaniemi 2,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
449279.4324,7005874.039,Viitasaari,931010055,Kokkolanniemi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
492493.2943,6713641.807,Kotka,285010022,Porkka,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
488910.0003,6716864,Kotka,285010017,Niskasuo,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
394788.7648,7171134.404,Siikajoki,708010013,Murha-aro,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
322630.109,7069278.087,Kruunupyy,288010029,Nedervetil-Brantbacken,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
401996.9163,7155330.782,Raahe,926010012,Rantanen  Navettakangas,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
446220.653,7008542.955,Viitasaari,931010050,Rakaja Pohjoinen,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
443291.8227,7010852.013,Viitasaari,931010054,Kattilaniemi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
446899.6198,7234012.286,Oulu,1000008294,Rönkölänkangas itä,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
449539.3288,7005724.106,Viitasaari,931010056,Kokkolanniemen kärki,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
501950.6262,6906617.183,Pieksämäki,1000008566,Siilinniemi 2,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
504567.6005,6899876.904,Pieksämäki,1000008568,Syvänkangas 1,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
489044.6711,6715930.873,Kotka,285010015,Myllykoski,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
329806.272,7055817.52,Kruunupyy,288010062,Terjärv-Lissantinoosi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
327375.2027,7068532.403,Kruunupyy,1000008780,Nedervetil-Titurharju 2,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
534276.137,6785822.94,Savitaipale,739010019,Myllylampi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
551107.4823,7309412.243,Posio,1000008541,Kuloharju,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
548708.4472,7310041.987,Posio,1000008543,Tuomijärvi 3,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
436865.8543,7168352.66,Tyrnävä,1000008666,Karjokangas,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
446449.8012,7233112.64,Oulu,1000008719,Rönkölänkangas etelä,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
551147.4701,7309252.311,Posio,1000008542,Kangas 2,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
530937.4726,6786412.693,Savitaipale,739010015,Rajalamminsuo 5,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
451057.9063,7249046.253,Oulu,972010028,Kierikinkangas,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
448588.8903,7249825.931,Oulu,972010038,"Purkajasuo, Korvala",stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
450438.1504,7249066.238,Oulu,972010043,Kuuselankangas,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
446129.8673,7253964.257,Oulu,972010078,Kiimasuo NE,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
446869.6261,7234452.109,Oulu,1000008280,Rönkölänkangas koillinen,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
451247.7938,7259042.232,Oulu,972010000,Koskitörmä,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
451837.5874,7248756.365,Oulu,972010057,Porrassuo,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
440353.7893,6817829.645,Hartola,1000003290,Värränharju,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
449608.4897,7248526.459,Oulu,972010042,Juutisenkangas,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
440562.1579,7238780.351,Ii,972010045,Mäntyselkä N 2,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
442811.2036,7253244.542,Oulu,972010076,Halajärvenkangas,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
451287.9191,7212500.946,Oulu,973010051,Rekikylä,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
444960.3495,7251575.217,Oulu,972010077,Pikku Porkonmaa,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
321932.7228,6978703.472,Kuortane,300010089,Soukkakangas 2,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
447550.1229,7007193.504,Viitasaari,931010052,Rakaja Lintuniemi 1,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
481984.221,6777533.044,Kouvola,163010009,Hietaniemi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
530797.5267,6787112.411,Savitaipale,739010009,Rovastinoja,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
530257.7325,6790011.245,Savitaipale,739010020,Suomensalo-Salolampi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
447889.1754,7250035.842,Oulu,972010055,"Purkajasuo, Vuornos",stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
452227.4351,7247726.785,Oulu,972010062,Suittisuo N,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
263469.2248,6974403.964,Seinäjoki,975010008,Perkiö 1/Latva-Marttila,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
443201.0458,7253914.267,Oulu,972010061,Järvikangas (Yli.Ii),stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
453531.4131,7248887.96,Oulu,972010063,Veeliksinaitaus SW,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
448790.9427,7256016.008,Oulu,972010089,Saarikoski,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
436044.0003,7171980,Tyrnävä,1000038404,Pörhönkangas itä,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",mahdollinen muinaisjäännös
595653.5141,7324383.331,Kuusamo,1000009099,Ukonlampi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
629142.7248,6831869.817,Parikkala,580010014,Kosinonniemi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
447586,7250920,Oulu,972010081,Tallimaa,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
505298.177,7218794.578,Utajärvi,1000009290,Olvassuo 1,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
469297.069,6709545.478,Loviisa,701010028,Huuhkajavuori,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
394526.8653,7170876.507,Siikajoki,708010012,Nokela,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
454495.353,6762179.103,Iitti,142010049,Linnasaari,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
512031.4662,7217724.034,Utajärvi,1000009293,Tulikangas,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
531157.3868,6787142.397,Savitaipale,739010011,Rajalamminsuo 1,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
394489.8822,7171589.214,Siikajoki,748010012,Miilukangas,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
394971.6932,7170975.462,Siikajoki,748010013,Murronmäki 1,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
454746.3477,7273906.266,Ii,1000000029,Lamminkangas Tiensuu,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
281821.7986,6989966.789,Seinäjoki,975010014,Viinapränninlaakso,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
444150.5801,7285731.478,Ii,1000000042,Sammakkoperämaa,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
614666.8892,7312667.107,Kuusamo,305010163,Taivallahti,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
607655.8814,6954742.222,Outokumpu,309010006,Laavussuo,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
596644.355,6944926.136,Outokumpu,309010013,Konstinhiekka,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
585259.9193,6949570.224,Outokumpu,309010037,Somerhiekka,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
588605.571,6949285.347,Outokumpu,309010038,Tiprusniemi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
340224.9918,7081975.044,Kokkola,315010070,Pahanportaanräme,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
489654.4253,6715561.03,Kotka,285010011,Pykinkoski,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
329058.5327,7066343.287,Kruunupyy,288010030,Nedervetil-Sundqvistas 1,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
531152.0001,6784543,Savitaipale,739010018,Haukhonkakangas,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
617854.0298,6890317.219,Savonlinna,741010008,Hiekkaranta,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
397469.72,7161621.239,Siikajoki,708010015,"Sahaoja N, suoniemeke",stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
410024.0002,7180616,Siikajoki,708010068,Peurakaarat VI,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
411101.1807,7179779.979,Siikajoki,708010069,Tiperonkangas,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
413217.1402,6952770.262,Saarijärvi,729010063,Pajuniemi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
604715.3647,6879316.599,Enonkoski,1000000411,Kotkuinniemi a,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
555347.2888,6869289.427,Juva,1000000360,Hietaniemi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
576958.9662,6780425.31,Lappeenranta,173010012,Suur-Suomensalo 2,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
586515.0881,6787165.64,Ruokolahti,173010018,Nievare,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
592959.5624,6771525.97,Lappeenranta,173010028,Saarenoja 2,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
585864.3374,6790878.141,Ruokolahti,173010020,Huusniemi 2,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
576358.9014,6850826.955,Sulkava,768010022,Ritvalinniemi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
519410.6985,6882817.837,Pieksämäki,1000008563,Jokiniemi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
518422.0977,6882905.797,Pieksämäki,1000008564,Kirjoniemi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
585433.5136,6790678.214,Ruokolahti,173010019,Huusniemi 1,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
440332.2474,7238090.62,Oulu,1000008789,Haaramoukku etelä,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
379324.4984,7336509.893,Tornio,1000009057,"Lautamaa, koillinen",stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
566512.9103,6841140.807,Sulkava,1000008888,Varmavirta,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
527495.2167,6710063.415,Virolahti,1000008894,Meskäärtty,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
442713.2876,7238289.552,Oulu,1000009285,Mastomaansuo etelä,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
510863.9438,7215599.879,Utajärvi,1000009423,Hetesuo,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
450788.1181,7211681.276,Oulu,1000009159,Jumila etelä,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
383678.2709,7158136.587,Raahe,1000009212,Ojastenneva,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
446160.6926,7004194.708,Viitasaari,931010059,Kärnäjärvi 2,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
445410.2764,7215829.591,Oulu,1000003059,Paasonsadinmaa,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
446649.7784,7213820.403,Oulu,1000003063,Lamukangas W,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
447289.5192,7215659.666,Oulu,1000003064,Ilvesmaa,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
422747.9389,6803146.472,Sysmä,1000003300,Lionpohja 1,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
641875.4717,6860239.432,Kitee,1000003342,Pieni Norpanlahti,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
642200.343,6860964.148,Kitee,1000003343,Härköniemi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
339503.2857,7081582.2,Kokkola,315010069,Miekkakaara,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
593494.3703,7327760.968,Kuusamo,305010201,Kotaniemi E,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
593994.1751,7327144.216,Kuusamo,305010206,Nirkonniemi,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
593843.4718,6946817.366,Outokumpu,309010001,Laitasaari,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
607046.1217,6956604.475,Outokumpu,309010002,Sätös,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
327245.2223,7077599.765,Kokkola,315010051,Kämppäkangas,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
639451.3203,6891405.867,Kitee,1000003031,Kumpuniemensuo,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
639807.183,6890779.118,Kitee,1000003033,Lovonranta 1,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
512804.1612,7216551.499,Utajärvi,1000009426,Iso Palovaara 1,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
527507.2106,6709307.726,Virolahti,1000009466,Takala,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
251469.0438,6974671.81,Laihia,399010184,Kallionmaa 2,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
353639.7388,7369071.746,Ylitornio,1000009673,Heikinvaara,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
443976.7916,7234581.048,Oulu,1000009402,Saukko-oja,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
592548.7553,7327610.032,Kuusamo,1000009100,Kotilahti,stone age,"asuinpaikat,  ,  ,","asumuspainanteet,  ,  ,",kiinteä muinaisjäännös
