objecttype,easting,northing,seals,fromdate,todate
COIN,"609000","165000","0","1066","1066"
COIN,"608000","132000","0","1074","1077"
COIN,"625000","147000","0","1074","1077"
COIN,"634000","167000","0","1074","1077"
COIN,"607000","129000","0","1077","1080"
COIN,"634000","148000","0","1080","1083"
COIN,"608000","132000","0","1098","1100"
COIN,"610000","132000","0","1098","1100"
COIN,"603000","125000","0","1100","1135"
COIN,"609000","131000","0","1100","1300"
COIN,"631000","149000","0","1100","1135"
COIN,"632000","144000","0","1100","1509"
COIN,"568000","167000","0","1102","1102"
COIN,"620000","151000","0","1109","1109"
COIN,"555000","163000","0","1123","1123"
COIN,"607000","129000","0","1125","1135"
COIN,"629000","158000","0","1125","1135"
COIN,"602000","129000","0","1135","1154"
COIN,"607000","130000","0","1135","1154"
COIN,"582000","149000","0","1136","1145"
COIN,"608000","132000","0","1136","1145"
COIN,"615000","139000","0","1136","1145"
COIN,"597000","125000","0","1140","1180"
COIN,"605000","125000","0","1145","150"
COIN,"604000","129000","0","1150","1154"
COIN,"598000","126000","0","1153","1190"
COIN,"561000","171000","0","1154","1189"
COIN,"562000","170000","0","1154","1247"
COIN,"567000","157000","0","1154","1216"
COIN,"591000","135000","0","1154","1272"
COIN,"603000","125000","0","1154","1180"
COIN,"603000","125000","0","1154","1377"
COIN,"603000","125000","0","1154","1377"
COIN,"605000","125000","0","1154","1247"
COIN,"607000","129000","0","1154","1189"
COIN,"611000","145000","0","1154","1189"
COIN,"613000","157000","0","1154","1199"
COIN,"618000","163000","0","1154","1189"
COIN,"624000","139000","0","1154","1189"
COIN,"637000","168000","0","1154","1158"
COIN,"551000","159000","0","1158","1180"
COIN,"556000","166000","0","1158","1180"
COIN,"556000","169000","0","1158","1180"
COIN,"588000","162000","0","1158","1180"
COIN,"602000","156000","0","1158","1180"
COIN,"612000","145000","0","1158","1180"
COIN,"619000","151000","0","1158","1180"
COIN,"621000","149000","0","1158","1180"
COIN,"634000","153000","0","1158","1180"
COIN,"615000","139000","0","1165","1168"
COIN,"629000","158000","0","1165","1214"
COIN,"589000","161000","0","1168","1180"
COIN,"594000","154000","0","1170","1180"
COIN,"621000","145000","0","1170","1180"
COIN,"626000","150000","0","1170","1180"
COIN,"604000","125000","0","1179","1248"
COIN,"604000","125000","0","1179","1248"
COIN,"552000","141000","0","1180","1247"
COIN,"556000","170000","0","1180","1247"
COIN,"560000","171000","0","1180","1189"
COIN,"562000","171000","0","1180","1247"
COIN,"562000","171000","0","1180","1247"
COIN,"569000","153000","0","1180","1180"
COIN,"569000","172000","0","1180","1247"
COIN,"570000","170000","0","1180","1247"
COIN,"582000","157000","0","1180","1247"
COIN,"584000","149000","0","1180","1189"
COIN,"588000","162000","0","1180","1190"
COIN,"590000","151000","0","1180","1247"
COIN,"591000","147000","0","1180","1190"
COIN,"591000","147000","0","1180","1247"
COIN,"592000","150000","0","1180","1247"
COIN,"593000","128000","0","1180","1247"
COIN,"595000","153000","0","1180","1247"
COIN,"599000","138000","0","1180","1189"
COIN,"599000","139000","0","1180","1247"
COIN,"599000","139000","0","1180","1247"
COIN,"599000","170000","0","1180","1377"
COIN,"601000","166000","0","1180","1247"
COIN,"601000","167000","0","1180","1247"
COIN,"603000","125000","0","1180","1247"
COIN,"603000","125000","0","1180","1247"
COIN,"603000","125000","0","1180","1247"
COIN,"603000","125000","0","1180","1247"
COIN,"603000","157000","0","1180","1189"
COIN,"605000","124000","0","1180","1247"
COIN,"605000","124000","0","1180","1247"
COIN,"605000","125000","0","1180","1247"
COIN,"605000","125000","0","1180","1247"
COIN,"605000","125000","0","1180","1247"
COIN,"605000","137000","0","1180","1247"
COIN,"606000","126000","0","1180","1272"
COIN,"607000","132000","0","1180","1189"
COIN,"610000","153000","0","1180","1247"
COIN,"610000","153000","0","1180","1247"
COIN,"610000","155000","0","1180","1272"
COIN,"610000","155000","0","1180","1247"
COIN,"615000","149000","0","1180","1247"
COIN,"616000","140000","0","1180","1247"
COIN,"616000","141000","0","1180","1247"
COIN,"616000","141000","0","1180","1247"
COIN,"617000","152000","0","1180","1189"
COIN,"617000","166000","0","1180","1189"
COIN,"617000","166000","0","1180","1247"
COIN,"617000","166000","0","1180","1247"
COIN,"617000","166000","0","1180","1189"
COIN,"617000","166000","0","1180","1189"
COIN,"620000","143000","0","1180","1189"
COIN,"622000","143000","0","1180","1189"
COIN,"625000","147000","0","1180","1189"
COIN,"625000","161000","0","1180","1189"
COIN,"626000","148000","0","1180","1247"
COIN,"626000","157000","0","1180","1247"
COIN,"626000","166000","0","1180","1247"
COIN,"628000","146000","0","1180","1247"
COIN,"631000","154000","0","1180","1189"
COIN,"632000","157000","0","1180","1189"
COIN,"635000","169000","0","1180","1190"
COIN,"635000","169000","0","1180","1247"
COIN,"638000","167000","0","1180","1247"
COIN,"625000","161000","0","1184","1190"
COIN,"552000","159000","0","1185","1189"
COIN,"567000","166000","0","1189","1199"
COIN,"568000","167000","0","1189","1199"
COIN,"578000","157000","0","1189","1199"
COIN,"599000","139000","0","1189","1199"
COIN,"612000","155000","0","1189","1199"
COIN,"618000","166000","0","1189","1199"
COIN,"622000","143000","0","1189","1205"
COIN,"624000","146000","0","1189","1199"
COIN,"625000","147000","0","1189","1194"
COIN,"627000","157000","0","1189","1216"
COIN,"628000","158000","0","1189","1190"
COIN,"554000","168000","0","1190","1250"
COIN,"594000","152000","0","1190","1250"
COIN,"561000","163000","0","1194","1205"
COIN,"572000","162000","0","1194","1204"
COIN,"588000","163000","0","1194","1205"
COIN,"599000","139000","0","1194","1205"
COIN,"622000","151000","0","1194","1200"
COIN,"629000","140000","0","1194","1200"
COIN,"634000","145000","0","1194","1205"
COIN,"583000","145000","0","1195","1205"
COIN,"599000","127000","0","1195","1214"
COIN,"619000","159000","0","1195","1250"
COIN,"568000","168000","0","1198","1247"
COIN,"567000","157000","0","1199","1216"
COIN,"568000","172000","0","1199","1216"
COIN,"585000","131000","0","1199","1205"
COIN,"591000","147000","0","1199","1216"
COIN,"591000","150000","0","1199","1216"
COIN,"603000","125000","0","1199","1216"
COIN,"603000","125000","0","1199","1216"
COIN,"609000","146000","0","1199","1203"
COIN,"622000","162000","0","1199","1216"
COIN,"628000","141000","0","1199","1247"
COIN,"633000","155000","0","1199","1216"
COIN,"637000","168000","0","1199","1247"
COIN,"560000","171000","0","1200","1204"
COIN,"593000","142000","0","1200","1500"
COIN,"620000","142000","0","1200","1204"
COIN,"621000","162000","0","1200","1204"
COIN,"624000","158000","0","1200","1204"
COIN,"638000","164000","0","1200","1300"
COIN,"562000","150000","0","1204","1209"
COIN,"562000","170000","0","1204","1209"
COIN,"568000","157000","0","1204","1247"
COIN,"570000","172000","0","1204","1209"
COIN,"571000","173000","0","1204","1205"
COIN,"591000","147000","0","1204","1209"
COIN,"592000","150000","0","1204","1209"
COIN,"593000","154000","0","1204","1209"
COIN,"594000","150000","0","1204","1209"
COIN,"597000","144000","0","1204","1209"
COIN,"599000","152000","0","1204","1209"
COIN,"604000","140000","0","1204","1208"
COIN,"605000","124000","0","1204","1247"
COIN,"608000","132000","0","1204","1209"
COIN,"617000","166000","0","1204","1242"
COIN,"621000","145000","0","1204","1209"
COIN,"622000","147000","0","1204","1209"
COIN,"627000","157000","0","1204","1207"
COIN,"562000","149000","0","1205","1205"
COIN,"562000","170000","0","1205","1210"
COIN,"585000","153000","0","1205","1210"
COIN,"591000","147000","0","1205","1230"
COIN,"594000","154000","0","1205","1230"
COIN,"597000","162000","0","1205","1230"
COIN,"603000","125000","0","1205","1230"
COIN,"603000","158000","0","1205","1230"
COIN,"610000","155000","0","1205","1247"
COIN,"610000","155000","0","1205","1210"
COIN,"613000","147000","0","1205","1207"
COIN,"615000","158000","0","1205","1207"
COIN,"621000","145000","0","1205","1210"
COIN,"621000","149000","0","1205","1207"
COIN,"623000","145000","0","1205","1230"
COIN,"628000","158000","0","1205","1207"
COIN,"632000","158000","0","1205","1230"
COIN,"590000","151000","0","1207","1211"
COIN,"602000","157000","0","1207","1218"
COIN,"632000","158000","0","1207","1211"
COIN,"602000","154000","0","1208","1218"
COIN,"613000","155000","0","1208","1217"
COIN,"616000","140000","0","1208","1218"
COIN,"630000","150000","0","1208","1218"
COIN,"553000","167000","0","1209","1217"
COIN,"579000","159000","0","1209","1217"
COIN,"597000","141000","0","1209","1217"
COIN,"616000","140000","0","1209","1217"
COIN,"617000","147000","0","1209","1217"
COIN,"625000","144000","0","1209","1217"
COIN,"628000","158000","0","1209","1217"
COIN,"635000","149000","0","1209","1217"
COIN,"560000","166000","0","1210","1210"
COIN,"618000","143000","0","1210","1216"
COIN,"598000","126000","0","1215","1273"
COIN,"605000","125000","0","1215","1248"
COIN,"556000","170000","0","1216","1247"
COIN,"560000","163000","0","1216","1272"
COIN,"562000","151000","0","1216","1218"
COIN,"567000","157000","0","1216","1272"
COIN,"567000","157000","0","1216","1247"
COIN,"603000","129000","0","1216","1272"
COIN,"605000","124000","0","1216","1217"
COIN,"605000","125000","0","1216","1247"
COIN,"607000","125000","0","1216","1272"
COIN,"607000","125000","0","1216","1272"
COIN,"607000","125000","0","1216","1272"
COIN,"607000","153000","0","1216","1272"
COIN,"613000","157000","0","1216","1272"
COIN,"627000","150000","0","1216","1272"
COIN,"627000","166000","0","1216","1272"
COIN,"630000","149000","0","1216","1272"
COIN,"635000","148000","0","1216","1247"
COIN,"636000","152000","0","1216","1272"
COIN,"556000","166000","0","1217","1242"
COIN,"560000","163000","0","1217","1218"
COIN,"572000","163000","0","1217","1217"
COIN,"591000","147000","0","1217","1242"
COIN,"593000","134000","0","1217","1242"
COIN,"594000","161000","0","1217","1222"
COIN,"603000","125000","0","1217","1242"
COIN,"605000","124000","0","1217","1242"
COIN,"605000","125000","0","1217","1242"
COIN,"617000","166000","0","1217","1222"
COIN,"625000","161000","0","1217","1218"
COIN,"635000","169000","0","1217","1247"
COIN,"567000","156000","0","1222","1236"
COIN,"585000","152000","0","1222","1236"
COIN,"597000","125000","0","1222","1242"
COIN,"615000","149000","0","1222","1236"
COIN,"626000","166000","0","1222","1236"
COIN,"631000","149000","0","1227","1487"
COIN,"567000","156000","0","1236","1242"
COIN,"582000","161000","0","1236","1242"
COIN,"593000","145000","0","1236","1242"
COIN,"595000","150000","0","1242","1247"
COIN,"612000","135000","0","1242","1244"
COIN,"630000","157000","0","1242","1247"
COIN,"636000","168000","0","1242","1247"
COIN,"556000","169000","0","1247","1377"
COIN,"556000","169000","0","1247","1377"
COIN,"556000","170000","0","1247","1272"
COIN,"556000","170000","0","1247","1272"
COIN,"556000","170000","0","1247","1251"
COIN,"558000","172000","0","1247","1272"
COIN,"562000","170000","0","1247","1272"
COIN,"569000","172000","0","1247","1254"
COIN,"578000","159000","0","1247","1272"
COIN,"587000","152000","0","1247","1489"
COIN,"590000","151000","0","1247","1279"
COIN,"591000","147000","0","1247","1279"
COIN,"591000","147000","0","1247","1272"
COIN,"591000","147000","0","1247","1279"
COIN,"591000","147000","0","1247","1272"
COIN,"591000","147000","0","1247","1279"
COIN,"599000","147000","0","1247","1272"
COIN,"603000","129000","0","1247","1278"
COIN,"604000","125000","0","1247","1272"
COIN,"605000","124000","0","1247","1279"
COIN,"605000","124000","0","1247","1333"
COIN,"605000","125000","0","1247","1272"
COIN,"605000","125000","0","1247","1272"
COIN,"605000","125000","0","1247","1272"
COIN,"605000","125000","0","1247","1272"
COIN,"605000","125000","0","1247","1272"
COIN,"605000","125000","0","1247","1251"
COIN,"605000","125000","0","1247","1272"
COIN,"605000","125000","0","1247","1272"
COIN,"606000","149000","0","1247","1399"
COIN,"607000","137000","0","1247","1272"
COIN,"610000","155000","0","1247","1272"
COIN,"613000","155000","0","1247","1272"
COIN,"613000","156000","0","1247","1272"
COIN,"613000","156000","0","1247","1272"
COIN,"616000","140000","0","1247","1279"
COIN,"617000","166000","0","1247","1248"
COIN,"617000","166000","0","1247","1279"
COIN,"617000","166000","0","1247","1279"
COIN,"617000","166000","0","1247","1250"
COIN,"617000","166000","0","1247","1279"
COIN,"619000","151000","0","1247","1272"
COIN,"623000","144000","0","1247","1253"
COIN,"626000","152000","0","1247","1272"
COIN,"627000","157000","0","1247","1272"
COIN,"627000","158000","0","1247","1272"
COIN,"627000","158000","0","1247","1272"
COIN,"628000","159000","0","1247","1272"
COIN,"628000","166000","0","1247","1270"
COIN,"629000","156000","0","1247","1279"
COIN,"630000","150000","0","1247","1272"
COIN,"630000","157000","0","1247","1272"
COIN,"631000","149000","0","1247","1279"
COIN,"631000","154000","0","1247","1279"
COIN,"631000","155000","0","1247","1279"
COIN,"634000","150000","0","1247","1272"
COIN,"635000","151000","0","1247","1272"
COIN,"635000","151000","0","1247","1272"
COIN,"548000","151000","0","1248","1250"
COIN,"561000","160000","0","1248","1250"
COIN,"561000","160000","0","1248","1250"
COIN,"561000","171000","0","1248","1250"
COIN,"563000","151000","0","1248","1249"
COIN,"589000","151000","0","1248","1250"
COIN,"589000","151000","0","1248","1248"
COIN,"590000","128000","0","1248","1250"
COIN,"592000","150000","0","1248","1250"
COIN,"593000","160000","0","1248","1250"
COIN,"596000","140000","0","1248","1250"
COIN,"597000","141000","0","1248","1250"
COIN,"598000","126000","0","1248","1250"
COIN,"603000","157000","0","1248","1250"
COIN,"604000","125000","0","1248","1250"
COIN,"605000","124000","0","1248","1250"
COIN,"605000","125000","0","1248","1250"
COIN,"606000","126000","0","1248","1250"
COIN,"606000","138000","0","1248","1250"
COIN,"613000","156000","0","1248","1250"
COIN,"615000","137000","0","1248","1249"
COIN,"617000","166000","0","1248","1250"
COIN,"617000","166000","0","1248","1248"
COIN,"617000","166000","0","1248","1248"
COIN,"617000","166000","0","1248","1248"
COIN,"617000","166000","0","1248","1250"
COIN,"617000","166000","0","1248","1250"
COIN,"620000","143000","0","1248","1250"
COIN,"620000","146000","0","1248","1249"
COIN,"621000","146000","0","1248","1249"
COIN,"622000","147000","0","1248","1250"
COIN,"623000","145000","0","1248","1250"
COIN,"624000","144000","0","1248","1250"
COIN,"624000","144000","0","1248","1248"
COIN,"624000","144000","0","1248","1250"
COIN,"625000","147000","0","1248","1250"
COIN,"627000","159000","0","1248","1250"
COIN,"587000","164000","0","1249","1286"
COIN,"588000","162000","0","1249","1249"
COIN,"591000","147000","0","1249","1280"
COIN,"600000","132000","0","1249","1250"
COIN,"616000","140000","0","1249","1249"
COIN,"617000","153000","0","1249","1286"
COIN,"621000","162000","0","1249","1286"
COIN,"548000","146000","0","1250","1251"
COIN,"561000","160000","0","1250","1275"
COIN,"561000","160000","0","1250","1275"
COIN,"561000","160000","0","1250","1256"
COIN,"569000","153000","0","1250","1256"
COIN,"599000","139000","0","1250","1251"
COIN,"603000","129000","0","1250","1280"
COIN,"605000","124000","0","1250","1256"
COIN,"605000","124000","0","1250","1250"
COIN,"605000","125000","0","1250","1251"
COIN,"607000","126000","0","1250","1280"
COIN,"608000","132000","0","1250","1251"
COIN,"610000","132000","0","1250","1256"
COIN,"611000","151000","0","1250","1256"
COIN,"615000","137000","0","1250","1251"
COIN,"617000","166000","0","1250","1272"
COIN,"620000","147000","0","1250","1280"
COIN,"621000","158000","0","1250","1256"
COIN,"622000","143000","0","1250","1256"
COIN,"622000","146000","0","1250","1280"
COIN,"622000","148000","0","1250","1256"
COIN,"625000","161000","0","1250","1251"
COIN,"627000","157000","0","1250","1251"
COIN,"627000","157000","0","1250","1272"
COIN,"627000","166000","0","1250","1256"
COIN,"561000","165000","0","1251","1251"
COIN,"562000","150000","0","1251","1272"
COIN,"567000","165000","0","1251","1254"
COIN,"590000","151000","0","1251","1272"
COIN,"590000","151000","0","1251","1254"
COIN,"590000","151000","0","1251","1272"
COIN,"601000","157000","0","1251","1254"
COIN,"602000","157000","0","1251","1272"
COIN,"604000","131000","0","1251","1272"
COIN,"604000","140000","0","1251","1272"
COIN,"605000","125000","0","1251","1272"
COIN,"608000","139000","0","1251","1272"
COIN,"617000","147000","0","1251","1272"
COIN,"617000","166000","0","1251","1272"
COIN,"617000","166000","0","1251","1272"
COIN,"617000","166000","0","1251","1272"
COIN,"617000","166000","0","1251","1272"
COIN,"619000","151000","0","1251","1272"
COIN,"621000","145000","0","1251","1254"
COIN,"624000","144000","0","1251","1254"
COIN,"627000","149000","0","1251","1272"
COIN,"627000","158000","0","1251","1272"
COIN,"627000","166000","0","1253","1253"
COIN,"561000","160000","0","1256","1258"
COIN,"561000","160000","0","1258","1265"
COIN,"605000","146000","0","1258","1270"
COIN,"567000","166000","0","1262","1307"
COIN,"580000","168000","0","1270","1282"
COIN,"585000","160000","0","1270","1461"
COIN,"599000","126000","0","1271","1308"
COIN,"600000","127000","0","1271","1308"
COIN,"605000","125000","0","1271","1308"
COIN,"605000","125000","0","1271","1308"
COIN,"556000","170000","0","1272","1422"
COIN,"556000","170000","0","1272","1307"
COIN,"562000","170000","0","1272","1485"
COIN,"567000","157000","0","1272","1327"
COIN,"567000","170000","0","1272","1377"
COIN,"567000","170000","0","1272","1377"
COIN,"568000","168000","0","1272","1483"
COIN,"568000","172000","0","1272","1377"
COIN,"568000","172000","0","1272","1307"
COIN,"570000","172000","0","1272","1307"
COIN,"578000","160000","0","1272","1377"
COIN,"588000","163000","0","1272","1307"
COIN,"590000","151000","0","1272","1307"
COIN,"591000","147000","0","1272","1307"
COIN,"591000","147000","0","1272","1307"
COIN,"591000","147000","0","1272","1307"
COIN,"591000","147000","0","1272","1307"
COIN,"591000","147000","0","1272","1377"
COIN,"591000","150000","0","1272","1307"
COIN,"592000","150000","0","1272","1307"
COIN,"593000","142000","0","1272","1377"
COIN,"597000","141000","0","1272","1307"
COIN,"601000","149000","0","1272","1377"
COIN,"601000","156000","0","1272","1307"
COIN,"603000","125000","0","1272","1307"
COIN,"603000","125000","0","1272","1307"
COIN,"603000","125000","0","1272","1307"
COIN,"603000","125000","0","1272","1307"
COIN,"603000","125000","0","1272","1307"
COIN,"603000","125000","0","1272","1327"
COIN,"603000","156000","0","1272","1307"
COIN,"604000","124000","0","1272","1377"
COIN,"604000","124000","0","1272","1377"
COIN,"605000","124000","0","1272","1377"
COIN,"605000","124000","0","1272","1307"
COIN,"605000","125000","0","1272","1307"
COIN,"605000","125000","0","1272","1377"
COIN,"605000","125000","0","1272","1307"
COIN,"605000","125000","0","1272","1307"
COIN,"605000","125000","0","1272","1307"
COIN,"606000","126000","0","1272","1307"
COIN,"606000","153000","0","1272","1377"
COIN,"607000","125000","0","1272","1307"
COIN,"607000","137000","0","1272","1307"
COIN,"607000","137000","0","1272","1307"
COIN,"610000","155000","0","1272","1377"
COIN,"611000","141000","0","1272","1422"
COIN,"611000","151000","0","1272","1307"
COIN,"612000","155000","0","1272","1307"
COIN,"613000","155000","0","1272","1340"
COIN,"613000","156000","0","1272","1307"
COIN,"616000","140000","0","1272","1377"
COIN,"616000","141000","0","1272","1307"
COIN,"617000","166000","0","1272","1470"
COIN,"617000","166000","0","1272","1470"
COIN,"617000","166000","0","1272","1327"
COIN,"619000","151000","0","1272","1307"
COIN,"623000","156000","0","1272","1377"
COIN,"626000","150000","0","1272","1307"
COIN,"626000","152000","0","1272","1307"
COIN,"629000","148000","0","1272","1307"
COIN,"630000","150000","0","1272","1307"
COIN,"631000","147000","0","1272","1307"
COIN,"631000","150000","0","1272","1307"
COIN,"632000","154000","0","1272","1307"
COIN,"633000","144000","0","1272","1302"
COIN,"633000","155000","0","1272","1307"
COIN,"635000","169000","0","1272","1509"
COIN,"603000","120000","0","1278","1308"
COIN,"605000","125000","0","1278","1307"
COIN,"605000","125000","0","1278","1307"
COIN,"557000","142000","0","1279","1351"
COIN,"558000","165000","0","1279","1489"
COIN,"560000","171000","0","1279","1280"
COIN,"561000","170000","0","1279","1377"
COIN,"562000","171000","0","1279","1377"
COIN,"562000","171000","0","1279","1377"
COIN,"562000","171000","0","1279","1377"
COIN,"562000","171000","0","1279","1377"
COIN,"562000","171000","0","1279","1377"
COIN,"562000","171000","0","1279","1377"
COIN,"562000","171000","0","1279","1377"
COIN,"567000","156000","0","1279","1327"
COIN,"568000","158000","0","1279","1377"
COIN,"573000","160000","0","1279","1307"
COIN,"576000","130000","0","1279","1285"
COIN,"582000","160000","0","1279","1279"
COIN,"582000","160000","0","1279","1489"
COIN,"584000","149000","0","1279","1300"
COIN,"589000","127000","0","1279","1489"
COIN,"589000","153000","0","1279","1489"
COIN,"590000","151000","0","1279","1489"
COIN,"591000","147000","0","1279","1489"
COIN,"591000","147000","0","1279","1307"
COIN,"591000","147000","0","1279","1307"
COIN,"591000","147000","0","1279","1307"
COIN,"591000","147000","0","1279","1377"
COIN,"591000","147000","0","1279","1307"
COIN,"591000","147000","0","1279","1307"
COIN,"591000","147000","0","1279","1307"
COIN,"591000","147000","0","1279","1307"
COIN,"591000","147000","0","1279","1277"
COIN,"592000","150000","0","1279","1489"
COIN,"593000","152000","0","1279","1307"
COIN,"594000","144000","0","1279","1302"
COIN,"597000","141000","0","1279","1377"
COIN,"597000","161000","0","1279","1470"
COIN,"598000","127000","0","1279","1302"
COIN,"599000","139000","0","1279","1489"
COIN,"599000","139000","0","1279","1489"
COIN,"599000","170000","0","1279","1377"
COIN,"599000","170000","0","1279","1377"
COIN,"600000","156000","0","1279","1302"
COIN,"601000","166000","0","1279","1500"
COIN,"601000","166000","0","1279","1500"
COIN,"601000","166000","0","1279","1500"
COIN,"602000","166000","0","1279","1377"
COIN,"603000","120000","0","1279","1547"
COIN,"603000","120000","0","1279","1489"
COIN,"603000","123000","0","1279","1302"
COIN,"603000","125000","0","1279","1377"
COIN,"603000","125000","0","1279","1377"
COIN,"604000","125000","0","1279","1279"
COIN,"604000","125000","0","1279","1377"
COIN,"605000","124000","0","1279","1377"
COIN,"605000","124000","0","1279","1377"
COIN,"605000","124000","0","1279","1377"
COIN,"605000","124000","0","1279","1301"
COIN,"605000","124000","0","1279","1377"
COIN,"605000","124000","0","1279","1377"
COIN,"605000","124000","0","1279","1301"
COIN,"605000","124000","0","1279","1377"
COIN,"605000","124000","0","1279","1377"
COIN,"605000","124000","0","1279","1307"
COIN,"605000","125000","0","1279","1301"
COIN,"605000","125000","0","1279","1377"
COIN,"605000","125000","0","1279","1308"
COIN,"605000","137000","0","1279","1377"
COIN,"605000","137000","0","1279","1377"
COIN,"605000","137000","0","1279","1500"
COIN,"605000","137000","0","1279","1377"
COIN,"608000","132000","0","1279","1279"
COIN,"611000","151000","0","1279","1302"
COIN,"613000","136000","0","1279","1489"
COIN,"613000","156000","0","1279","1307"
COIN,"613000","156000","0","1279","1377"
COIN,"613000","157000","0","1279","1489"
COIN,"616000","140000","0","1279","1489"
COIN,"616000","140000","0","1279","1279"
COIN,"617000","166000","0","1279","1489"
COIN,"617000","166000","0","1279","1489"
COIN,"617000","166000","0","1279","1280"
COIN,"617000","166000","0","1279","1301"
COIN,"619000","143000","0","1279","1307"
COIN,"619000","143000","0","1279","1307"
COIN,"620000","149000","0","1279","1377"
COIN,"620000","150000","0","1279","1489"
COIN,"621000","148000","0","1279","1300"
COIN,"621000","150000","0","1279","1489"
COIN,"621000","162000","0","1279","1286"
COIN,"621000","162000","0","1279","1377"
COIN,"621000","162000","0","1279","1279"
COIN,"622000","160000","0","1279","1307"
COIN,"624000","155000","0","1279","1377"
COIN,"624000","155000","0","1279","1377"
COIN,"625000","139000","0","1279","1302"
COIN,"625000","142000","0","1279","1377"
COIN,"625000","148000","0","1279","1279"
COIN,"628000","148000","0","1279","1307"
COIN,"628000","154000","0","1279","1377"
COIN,"628000","158000","0","1279","1377"
COIN,"629000","157000","0","1279","1307"
COIN,"630000","150000","0","1279","1307"
COIN,"630000","150000","0","1279","1489"
COIN,"633000","144000","0","1279","1489"
COIN,"634000","151000","0","1279","1301"
COIN,"635000","146000","0","1279","1307"
COIN,"635000","151000","0","1279","1307"
COIN,"559000","164000","0","1280","1282"
COIN,"560000","172000","0","1280","1280"
COIN,"561000","163000","0","1280","1281"
COIN,"567000","157000","0","1280","1281"
COIN,"567000","166000","0","1280","1281"
COIN,"572000","163000","0","1280","1281"
COIN,"582000","161000","0","1280","1280"
COIN,"589000","151000","0","1280","1280"
COIN,"589000","153000","0","1280","1280"
COIN,"589000","162000","0","1280","1281"
COIN,"590000","151000","0","1280","1280"
COIN,"591000","147000","0","1280","1286"
COIN,"591000","147000","0","1280","1286"
COIN,"591000","147000","0","1280","1289"
COIN,"592000","154000","0","1280","1281"
COIN,"594000","154000","0","1280","1304"
COIN,"597000","141000","0","1280","1280"
COIN,"597000","141000","0","1280","1282"
COIN,"599000","124000","0","1280","1284"
COIN,"604000","154000","0","1280","1281"
COIN,"605000","124000","0","1280","1281"
COIN,"605000","124000","0","1280","1281"
COIN,"605000","124000","0","1280","1280"
COIN,"606000","127000","0","1280","1286"
COIN,"606000","138000","0","1280","1281"
COIN,"607000","154000","0","1280","1289"
COIN,"608000","132000","0","1280","1280"
COIN,"610000","133000","0","1280","1280"
COIN,"612000","141000","0","1280","1281"
COIN,"616000","140000","0","1280","1292"
COIN,"616000","140000","0","1280","1281"
COIN,"617000","154000","0","1280","1304"
COIN,"617000","166000","0","1280","1280"
COIN,"617000","166000","0","1280","1280"
COIN,"618000","146000","0","1280","1282"
COIN,"620000","149000","0","1280","1281"
COIN,"621000","156000","0","1280","1286"
COIN,"624000","160000","0","1280","1292"
COIN,"635000","169000","0","1280","1286"
COIN,"605000","125000","0","1281","1295"
COIN,"567000","157000","0","1282","1289"
COIN,"610000","145000","0","1282","1289"
COIN,"620000","150000","0","1282","1289"
COIN,"628000","158000","0","1282","1289"
COIN,"588000","130000","0","1283","1286"
COIN,"588000","162000","0","1283","1286"
COIN,"562000","151000","0","1286","1287"
COIN,"588000","130000","0","1286","1299"
COIN,"593000","160000","0","1286","1287"
COIN,"605000","134000","0","1288","1292"
COIN,"567000","168000","0","1289","1296"
COIN,"589000","153000","0","1290","1300"
COIN,"617000","166000","0","1290","1300"
COIN,"548000","151000","0","1291","1294"
COIN,"621000","149000","0","1291","1300"
COIN,"557000","141000","0","1292","1296"
COIN,"561000","160000","0","1292","1296"
COIN,"567000","156000","0","1292","1296"
COIN,"562000","166000","0","1293","1294"
COIN,"585000","153000","0","1294","1300"
COIN,"588000","162000","0","1294","1299"
COIN,"562000","150000","0","1296","1300"
COIN,"597000","141000","0","1296","1297"
COIN,"598000","125000","0","1296","1296"
COIN,"617000","166000","0","1298","1310"
COIN,"554000","171000","0","1299","1301"
COIN,"557000","141000","0","1299","1301"
COIN,"558000","165000","0","1299","1301"
COIN,"558000","165000","0","1299","1301"
COIN,"563000","150000","0","1299","1301"
COIN,"584000","149000","0","1299","1300"
COIN,"589000","153000","0","1299","1301"
COIN,"589000","153000","0","1299","1301"
COIN,"608000","132000","0","1299","1301"
COIN,"617000","166000","0","1299","1301"
COIN,"617000","166000","0","1299","1301"
COIN,"630000","157000","0","1299","1301"
COIN,"543000","148000","0","1300","1314"
COIN,"560000","171000","0","1300","1314"
COIN,"561000","160000","0","1300","1310"
COIN,"562000","166000","0","1300","1305"
COIN,"573000","140000","0","1300","1310"
COIN,"573000","160000","0","1300","1302"
COIN,"581000","152000","0","1300","1310"
COIN,"587000","130000","0","1300","1300"
COIN,"590000","151000","0","1300","1310"
COIN,"593000","142000","0","1300","1500"
COIN,"593000","158000","0","1300","1317"
COIN,"598000","128000","0","1300","1310"
COIN,"605000","124000","0","1300","1349"
COIN,"613000","157000","0","1300","1310"
COIN,"617000","166000","0","1300","1344"
COIN,"617000","166000","0","1300","1344"
COIN,"619000","151000","0","1300","1400"
COIN,"624000","146000","0","1300","1300"
COIN,"627000","164000","0","1300","1314"
COIN,"627000","166000","0","1300","1310"
COIN,"630000","150000","0","1300","1314"
COIN,"630000","156000","0","1300","1400"
